category,nominee,artist,workers,name,year,valence,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,popularity,speechiness,tempo,decade,duration_s
Song Of The Year,4:44,['JAY-Z'],,4:44,2017,43.1,13.900000000000002,26.1,284493,85.2,0.00426,47.7,-496.5,62,15.8,177.997,2010,284.493
Best Rap Performance,4:44,['JAY-Z'],,4:44,2017,43.1,13.900000000000002,26.1,284493,85.2,0.00426,47.7,-496.5,62,15.8,177.997,2010,284.493
Best Pop Solo Performance,Million Reasons,['Lady Gaga'],,Million Reasons,2016,15.4,49.4,66.6,205280,42.3,0.0,10.6,-801.2,77,4.3,129.89,2010,205.28
Best Pop Solo Performance,Praying,['Kesha'],,Praying,2017,31.9,49.1,57.60000000000001,230267,39.0,0.0,11.1,-720.2,74,2.97,73.433,2010,230.267
Best Pop Solo Performance,Love So Soft,['Kelly Clarkson'],,Love So Soft,2017,75.8,0.53,80.8,172427,58.1,0.0011899999999999,8.28,-543.0,59,7.000000000000001,130.012,2010,172.427
Best Pop Duo/Group Performance,Feel It Still,['Portugal. The Man'],,Feel It Still,2017,75.4,4.17,80.1,163253,79.5,0.0113,7.17,-511.5,78,5.04,79.028,2010,163.253
Best Pop Duo/Group Performance,Stay,"['Alessia Cara', 'Zedd']",,Stay,2017,54.400000000000006,25.3,69.0,210091,62.2,0.0,11.6,-502.50000000000006,77,6.22,102.04,2010,210.091
Best Pop Duo/Group Performance,Something Just Like This,"['The Chainsmokers', 'Coldplay']",,Something Just Like This,2017,44.6,4.98,61.7,247160,63.5,0.0014399999999999,16.399999999999988,-676.9,83,3.17,103.019,2010,247.16
Best Pop Duo/Group Performance,Something Just Like This,"['The Chainsmokers', 'Coldplay']",,Something Just Like This,2017,50.5,3.06,60.7,247627,64.9,0.00246,17.4,-669.5,75,3.62,102.996,2010,247.627
Best Rock Song,Run,['Foo Fighters'],Run,Run,2017,18.5,0.0034,35.9,323373,89.3,9.55,75.1,-803.5999999999999,63,6.65,136.115,2010,323.373
Best Rock Performance,Run,['Foo Fighters'],,Run,2017,18.5,0.0034,35.9,323373,89.3,9.55,75.1,-803.5999999999999,63,6.65,136.115,2010,323.373
Best Rock Song,Go To War,['Nothing More'],,Go To War,2017,35.0,0.187,46.1,245196,89.2,0.000134,9.42,-480.7000000000001,61,9.01,137.35,2010,245.196
Best Rock Performance,Go To War,['Nothing More'],,Go To War,2017,35.0,0.187,46.1,245196,89.2,0.000134,9.42,-480.7000000000001,61,9.01,137.35,2010,245.196
Best Rock Song,Blood In The Cut,['K.Flay'],,Blood In The Cut,2017,63.9,11.8,77.0,188707,65.5,2.34,12.5,-536.9,63,3.16,129.964,2010,188.707
Best R&B Performance,That's What I Like,['Bruno Mars'],,That's What I Like,2016,86.0,1.3,85.3,206693,56.00000000000001,0.0,9.44,-496.1,81,4.06,134.066,2010,206.693
Best R&B Performance,The Weekend,['Brantley Gilbert'],,The Weekend,2017,69.2,4.96,51.1,187760,81.2,0.000164,8.290000000000001,-476.3,62,4.64,81.992,2010,187.76
Best R&B Performance,High,['Sir Sly'],,High,2017,72.6,0.705,74.3,231897,73.3,0.75299999999999,5.65,-557.6,61,3.52,122.975,2010,231.897
Best R&B Performance,Distraction,['Kehlani'],,Distraction,2017,39.6,2.66,66.0,235693,69.8,0.0,29.6,-626.6,61,4.67,120.959,2010,235.693
Best Metal Performance,Forever,['Danger Incorporated'],,Forever,2017,6.660000000000001,0.584,55.8,220606,49.3,27.700000000000003,11.0,-1063.1,61,4.91,105.056,2010,220.606
Best Rap/Sung Performance,PRBLMS,['6LACK'],,PRBLMS,2016,13.900000000000002,3.0700000000000003,41.7,246773,57.99999999999999,0.000145,17.9,-457.4,73,20.7,68.58,2010,246.773
Best Rap Song,The Story Of O.J.,['JAY-Z'],,The Story of O.J.,2017,57.60000000000001,28.3,74.1,231760,71.8,0.000221,23.0,-582.3000000000001,65,41.5,165.84799999999996,2010,231.76
Best Music Video,The Story Of O.J.,['JAY-Z'],"Shawn Carter & Mark Romanek, video directors; Daniel Midgley, Elizabeth Newman & Chaka Pilgrim, video producers",The Story of O.J.,2017,57.60000000000001,28.3,74.1,231760,71.8,0.000221,23.0,-582.3000000000001,65,41.5,165.84799999999996,2010,231.76
Best Traditional R&B Performance,Redbone,['Dontcry'],,Redbone,2018,70.7,79.6,72.1,102176,16.3,62.3,10.5,-1689.9,62,9.99,85.05799999999998,2010,102.176
Best R&B Song,Redbone,['Dontcry'],,Redbone,2018,70.7,79.6,72.1,102176,16.3,62.3,10.5,-1689.9,62,9.99,85.05799999999998,2010,102.176
Best Country Solo Performance,Losing You,['boy pablo'],,Losing You,2018,81.1,1.11,59.7,186681,77.1,0.000468,9.87,-1071.7,63,3.94,104.008,2010,186.681
Best Country Solo Performance,Body Like A Back Road,['Sam Hunt'],,Body Like A Back Road,2017,66.1,44.7,73.2,165387,45.8,0.0,13.6,-722.5,74,3.11,98.938,2010,165.387
Best Country Solo Performance,Body Like A Back Road,['Sam Hunt'],,Body Like A Back Road,2020,65.0,44.1,73.6,162547,45.8,0.0,14.8,-743.7,68,3.16,98.977,2020,162.547
Best Country Song,Body Like A Back Road,['Sam Hunt'],,Body Like A Back Road,2017,66.1,44.7,73.2,165387,45.8,0.0,13.6,-722.5,74,3.11,98.938,2010,165.387
Best Country Song,Body Like A Back Road,['Sam Hunt'],,Body Like A Back Road,2020,65.0,44.1,73.6,162547,45.8,0.0,14.8,-743.7,68,3.16,98.977,2020,162.547
Best Country Duo/Group Performance,Better Man,['Little Big Town'],,Better Man,2017,50.1,11.2,51.4,263120,83.6,0.0,8.780000000000001,-366.3,67,3.81,143.888,2010,263.12
Best Country Song,Better Man,['Little Big Town'],,Better Man,2017,50.1,11.2,51.4,263120,83.6,0.0,8.780000000000001,-366.3,67,3.81,143.888,2010,263.12
Best Country Duo/Group Performance,Drinkin' Problem,['Midland'],,Drinkin' Problem,2017,62.1,5.5,62.2,220800,76.3,0.000891,31.3,-640.0,69,2.63,102.0,2010,220.8
Best Country Duo/Group Performance,Drinkin' Problem,['Midland'],,Drinkin' Problem,2017,62.1,5.5,62.2,221467,76.3,0.000891,31.5,-640.0,59,2.63,102.0,2010,221.467
Best Country Duo/Group Performance,You Look Good,['Lady A'],,You Look Good,2017,96.1,4.5,65.6,181000,91.7,0.0732,8.780000000000001,-465.2,58,4.95,152.067,2010,181.0
Best Rap Performance,Bodak Yellow,['Cardi B'],,Bodak Yellow,2018,48.5,6.59,92.6,223713,70.3,0.0,23.1,-633.7000000000002,76,10.3,125.022,2010,223.713
Best Rap Song,Bodak Yellow,['Cardi B'],,Bodak Yellow,2018,48.5,6.59,92.6,223713,70.3,0.0,23.1,-633.7000000000002,76,10.3,125.022,2010,223.713
Best Rap Performance,Bounce Back,['Big Sean'],,Bounce Back,2017,27.3,10.6,78.0,222360,57.49999999999999,0.0,12.9,-562.8,74,13.900000000000002,81.502,2010,222.36
Best Country Solo Performance,Either Way,['Chris Stapleton'],,Either Way,2017,27.800000000000004,85.4,65.5,248053,6.45,0.00111,10.7,-1476.5,61,4.29,129.399,2010,248.053
Best Country Solo Performance,I Could Use A Love Song,['Maren Morris'],,I Could Use a Love Song,2017,47.3,21.4,63.8,196422,63.4,0.0,8.66,-647.4,71,4.68,92.097,2010,196.422
Best Country Duo/Group Performance,My Old Man,['Zac Brown Band'],,My Old Man,2017,30.0,81.9,63.9,227222,19.6,0.00363,9.78,-1147.8,57,2.67,143.907,2010,227.222
Best Country Duo/Group Performance,It Ain't My Fault,['Brothers Osborne'],,It Ain't My Fault,2016,75.6,0.166,73.5,216800,83.1,21.7,29.1,-589.8,65,3.32,123.017,2010,216.8
Best Country Song,Broken Halos,['Chris Stapleton'],Broken Halos,Broken Halos,2017,53.79999999999999,13.4,61.3,180907,56.39999999999999,0.000165,5.8500000000000005,-708.5,71,2.51,78.388,2010,180.907
Best Gospel Performance/Song,My Life,['NF'],,My Life,2017,24.9,27.200000000000003,71.9,215600,56.89999999999999,0.0,9.53,-794.4,65,4.61,131.917,2010,215.6
Best Gospel Performance/Song,Better Days,['LAKEY INSPIRED'],,Better Days,2017,51.3,70.7,80.8,207336,40.3,92.9,19.3,-1387.8,62,4.0,131.952,2010,207.336
Best Contemporary Christian Music Performance/Song,What A Beautiful Name,['Hillsong Worship'],What A Beautiful Name,What A Beautiful Name,2017,13.8,20.1,42.4,238200,50.6,0.0,11.0,-587.7000000000002,64,2.8400000000000003,135.90200000000002,2010,238.2
Best Contemporary Christian Music Performance/Song,Even If,['MercyMe'],,Even If,2017,15.1,37.9,33.5,255160,58.20000000000001,0.0026699999999999,9.54,-509.0,63,3.75,110.522,2010,255.16
Best Music Video,Makeba,['Jain'],"Lionel Hirle & Gregory Ohrel, video directors; Yodelice, video producer",Makeba,2016,41.7,42.3,82.5,248987,66.3,41.5,28.6,-941.4,55,6.87,116.051,2010,248.987
Best Music Video,Up All Night,['Beck'],"Nicolas Mendez & Lope Serrano, video directors; Alba Barneda, Laura Serra Estorch & Oscar Romagosa, video producers",Up All Night,2017,63.9,0.384,63.5,190448,90.9,8.52,23.9,-479.6,59,5.53,110.005,2010,190.448
Song Of The Year,Hello,['Adele'],Hello,Hello,2016,28.9,33.6,48.1,295493,45.1,0.0,8.72,-609.5,73,3.47,157.966,2010,295.493
Song Of The Year,Hello,['Adele'],Hello,Hello,2015,28.9,33.6,48.1,295493,45.1,0.0,8.72,-609.5,61,3.47,157.966,2010,295.493
Best Pop Solo Performance,Hello,['Adele'],,Hello,2016,28.9,33.6,48.1,295493,45.1,0.0,8.72,-609.5,73,3.47,157.966,2010,295.493
Best Pop Solo Performance,Hello,['Adele'],,Hello,2015,28.9,33.6,48.1,295493,45.1,0.0,8.72,-609.5,61,3.47,157.966,2010,295.493
Song Of The Year,Formation,['Beyoncé'],,Formation,2016,81.8,0.532,89.6,206080,62.1,0.0,19.6,-685.7,75,23.7,121.966,2010,206.08
Best Music Video,Formation,['Beyoncé'],,Formation,2016,81.8,0.532,89.6,206080,62.1,0.0,19.6,-685.7,75,23.7,121.966,2010,206.08
Best Rock Song,Hardwired,['Metallica'],,Hardwired,2016,50.5,0.00115,13.0,191332,99.1,0.412,22.5,-312.6,55,6.04,185.364,2010,191.332
Best Rock Song,Heathens,['Twenty One Pilots'],,Heathens,2016,54.79999999999999,8.41,73.2,195920,39.6,0.00358,10.5,-934.8,81,2.86,90.024,2010,195.92
Best Rock Song,Heathens,['Twenty One Pilots'],,Heathens,2016,55.50000000000001,9.08,73.7,195743,47.6,0.00539,9.68,-582.5,62,2.62,90.02799999999998,2010,195.743
Best Song Written For Visual Media,Heathens,['Twenty One Pilots'],,Heathens,2016,54.79999999999999,8.41,73.2,195920,39.6,0.00358,10.5,-934.8,81,2.86,90.024,2010,195.92
Best Song Written For Visual Media,Heathens,['Twenty One Pilots'],,Heathens,2016,55.50000000000001,9.08,73.7,195743,47.6,0.00539,9.68,-582.5,62,2.62,90.02799999999998,2010,195.743
Best Rock Performance,Heathens,['Twenty One Pilots'],,Heathens,2016,54.79999999999999,8.41,73.2,195920,39.6,0.00358,10.5,-934.8,81,2.86,90.024,2010,195.92
Best Rock Performance,Heathens,['Twenty One Pilots'],,Heathens,2016,55.50000000000001,9.08,73.7,195743,47.6,0.00539,9.68,-582.5,62,2.62,90.02799999999998,2010,195.743
Best Rock Song,My Name Is Human,['Highly Suspect'],,My Name Is Human,2016,19.4,0.00571,51.5,258773,69.8,0.00864,8.27,-557.2,64,2.79,139.96,2010,258.773
Best Pop Duo/Group Performance,Stressed Out,['Twenty One Pilots'],,Stressed Out,2015,64.8,4.62,73.4,202333,63.7,0.00229,6.02,-567.7,84,14.099999999999998,169.977,2010,202.333
Best Pop Duo/Group Performance,Cheap Thrills,['Sia'],,Cheap Thrills,2016,73.2,4.72,62.8,211667,69.8,0.143,9.07,-560.8,71,10.5,89.976,2010,211.667
Best Pop Duo/Group Performance,Closer,"['The Chainsmokers', 'Halsey']",,Closer,2016,66.1,41.4,74.8,244960,52.400000000000006,0.0,11.1,-559.9,84,3.38,95.01,2010,244.96
Song Of The Year,I Took A Pill In Ibiza,['Mike Posner'],,I Took A Pill In Ibiza,2016,38.3,62.2,63.7,280800,31.8,0.000158,12.5,-1007.0,52,7.16,74.11,2010,280.8
Best Chamber Music/Small Ensemble Performance,Reflections,['Deep Sleep Music Collective'],,Reflections,2016,3.84,92.5,14.499999999999998,117656,0.263,93.8,8.97,-3719.300000000001,60,5.3100000000000005,71.558,2010,117.656
Best Instrumental Composition,Flow,['Katastro'],,Flow,2016,56.60000000000001,19.8,81.0,211209,76.0,0.218,29.2,-596.6,57,4.590000000000001,121.951,2010,211.209
Best Song Written For Visual Media,Try Everything,['Shakira'],,Try Everything,2016,47.6,2.5700000000000003,70.5,196853,60.9,0.0,8.459999999999999,-489.7000000000001,69,3.0700000000000003,115.474,2010,196.853
"Best Arrangement, Instrumental or A Cappella",You And I,['PVRIS'],You And I,You and I,2016,41.1,4.12,52.0,270000,82.7,2.35,9.99,-722.5,57,5.140000000000001,101.99,2010,270.0
Best American Roots Performance,Ain't No Man,['The Avett Brothers'],,Ain't No Man,2016,77.9,33.1,78.7,212347,68.9,0.0,11.4,-561.7,60,31.9,90.528,2010,212.347
Best Contemporary Christian Music Performance/Song,Chain Breaker,['Zach Williams'],,Chain Breaker,2017,37.4,2.31,46.7,196467,71.5,0.0,14.4,-507.6,62,3.27,156.095,2010,196.467
Best Country Solo Performance,Church Bells,['Carrie Underwood'],,Church Bells,2015,54.2,22.6,57.49999999999999,193333,84.4,0.0,5.38,-177.2,65,6.329999999999999,87.007,2010,193.333
Best Country Solo Performance,Blue Ain't Your Color,['Keith Urban'],,Blue Ain't Your Color,2016,47.9,61.7,69.0,230600,41.6,0.000137,10.2,-786.5,69,3.35,82.45,2010,230.6
Best Country Song,Blue Ain't Your Color,['Keith Urban'],,Blue Ain't Your Color,2016,47.9,61.7,69.0,230600,41.6,0.000137,10.2,-786.5,69,3.35,82.45,2010,230.6
Best Improvised Jazz Solo,Countdown,"['Jarvin Navarrete', 'Dani Row']",,Countdown,2017,4.01,0.0259,80.1,313627,77.2,82.4,13.3,-714.6,10,5.52,128.002,2010,313.627
Best Rap/Sung Performance,Ultralight Beam,['Kanye West'],,Ultralight Beam,2016,39.1,62.0,59.20000000000001,320680,40.3,0.0,54.0,-876.7999999999998,73,41.4,105.169,2010,320.68
Best Rap Song,Ultralight Beam,['Kanye West'],,Ultralight Beam,2016,39.1,62.0,59.20000000000001,320680,40.3,0.0,54.0,-876.7999999999998,73,41.4,105.169,2010,320.68
Best Rap/Sung Performance,Famous,['Kanye West'],,Famous,2016,40.9,7.109999999999999,46.5,196040,73.5,0.0,9.75,-371.5,72,11.7,173.935,2010,196.04
Best Rap Song,Famous,['Kanye West'],,Famous,2016,40.9,7.109999999999999,46.5,196040,73.5,0.0,9.75,-371.5,72,11.7,173.935,2010,196.04
Best Country Duo/Group Performance,Different For Girls,"['Elle King', 'Dierks Bentley']",,Different For Girls,2016,43.1,38.5,65.5,180360,76.8,0.0257,7.33,-561.6,61,3.65,92.021,2010,180.36
Best Country Duo/Group Performance,21 Summer,['Brothers Osborne'],,21 Summer,2016,61.9,2.46,64.4,214387,89.0,0.00257,10.3,-699.3,59,3.32,112.027,2010,214.387
Best Country Solo Performance,Vice,['Miranda Lambert'],,Vice,2016,24.7,10.1,56.8,240280,56.2,0.00616,36.3,-777.5,58,4.18,133.64700000000002,2010,240.28
Best Country Song,Vice,['Miranda Lambert'],,Vice,2016,24.7,10.1,56.8,240280,56.2,0.00616,36.3,-777.5,58,4.18,133.64700000000002,2010,240.28
Best Country Solo Performance,My Church,['Maren Morris'],,My Church,2017,66.4,24.3,51.7,197931,74.3,0.000336,10.7,-433.6,68,3.63,76.979,2010,197.931
Best Country Song,My Church,['Maren Morris'],,My Church,2017,66.4,24.3,51.7,197931,74.3,0.000336,10.7,-433.6,68,3.63,76.979,2010,197.931
Best Rap Song,All The Way Up,"['Fat Joe', 'Remy Ma', 'French Montana', 'InfaRed']",,All The Way Up,2016,39.3,6.2,53.6,191942,72.1,0.0,82.4,-644.0,69,38.6,117.139,2010,191.942
Best Rap Song,All The Way Up,"['Fat Joe', 'Remy Ma', 'French Montana', 'InfaRed']",,All The Way Up,2017,40.9,4.279999999999999,41.4,191901,80.7,0.0,82.2,-412.0,67,34.8,175.158,2010,191.901
Best Rap Performance,All The Way Up,"['Fat Joe', 'Remy Ma', 'French Montana', 'InfaRed']",,All The Way Up,2016,39.3,6.2,53.6,191942,72.1,0.0,82.4,-644.0,69,38.6,117.139,2010,191.942
Best Rap Performance,All The Way Up,"['Fat Joe', 'Remy Ma', 'French Montana', 'InfaRed']",,All The Way Up,2017,40.9,4.279999999999999,41.4,191901,80.7,0.0,82.2,-412.0,67,34.8,175.158,2010,191.901
Best Rap Song,Hotline Bling,['Drake'],Hotline Bling,Hotline Bling,2016,55.2,0.258,89.1,267067,62.8,0.019,5.04,-786.2999999999998,77,5.510000000000001,134.966,2010,267.067
Best Rap/Sung Performance,Hotline Bling,['Drake'],,Hotline Bling,2016,55.2,0.258,89.1,267067,62.8,0.019,5.04,-786.2999999999998,77,5.510000000000001,134.966,2010,267.067
Best Rap/Sung Performance,Broccoli,"['Lil Yachty', 'Shelley FKA DRAM']",,Broccoli,2016,70.8,23.6,88.6,225205,52.5,0.0,5.7,-739.0,66,13.2,145.99,2010,225.205
Best Rap Performance,Panda,['Desiigner'],,Panda,2016,26.6,2.92,68.5,247867,73.1,0.0,36.9,-550.3,68,41.4,145.245,2010,247.867
Best Rap Performance,Pop Style,"['Drake', 'The Throne']",,Pop Style,2016,6.44,17.9,78.9,209453,48.8,0.000794,10.4,-909.3,55,22.7,133.114,2010,209.453
Best Metal Performance,Silvera,['Gojira'],,Silvera,2016,24.2,0.000319,33.300000000000004,212653,95.9,5.63,29.9,-434.8,60,7.199999999999999,137.05200000000002,2010,212.653
Best R&B Song,Luv,['Tory Lanez'],,LUV,2016,25.2,1.08,53.900000000000006,228640,52.8,0.0,11.7,-811.3,66,25.2,190.169,2010,228.64
Best Traditional R&B Performance,Angel,['Anita Baker'],,Angel,2016,48.6,70.5,62.5,300707,37.3,0.0049499999999999,6.99,-1271.8,53,3.15,81.03399999999998,2010,300.707
Best R&B Performance,Turnin' Me Up,['BJ The Chicago Kid'],,Turnin' Me Up,2016,84.3,4.06,73.4,269173,77.6,19.3,5.47,-419.30000000000007,62,8.260000000000002,78.542,2010,269.173
Best R&B Performance,Permission,['Ro James'],,Permission,2017,30.6,19.5,66.3,281512,48.1,0.0067,8.36,-412.1,58,5.45,75.523,2010,281.512
Best R&B Performance,Needed Me,['Rihanna'],,Needed Me,2016,29.6,11.0,67.1,191600,31.4,0.0,8.25,-809.1000000000001,79,24.4,110.898,2010,191.6
Best Pop Solo Performance,Hold Up,['Beyoncé'],,Hold Up,2016,55.2,74.5,52.400000000000006,221093,39.7,0.0,52.1,-1193.6,73,40.5,80.744,2010,221.093
Best Pop Solo Performance,Love Yourself,['Justin Bieber'],,Love Yourself,2015,51.5,83.5,60.9,233720,37.8,0.0,28.000000000000004,-982.8,82,43.8,100.418,2010,233.72
Best Pop Solo Performance,Dangerous Woman,['Ariana Grande'],,Dangerous Woman,2016,28.9,5.29,66.4,235947,60.2,0.0,35.6,-536.9,75,4.12,134.049,2010,235.947
Best Music Film,Lemonade,['Tay-K'],"Beyoncé Knowles Carter & Kahlil Joseph, video directors; Ed Burke, Beyoncé Knowles Carter, Steve Pamon, Todd Tourso, Dora Melissa Vargas & Erinn Williams, video producers",Lemonade,2017,22.8,10.4,74.4,132000,38.5,0.00243,12.4,-812.9,63,60.2,160.033,2010,132.0
Best Music Video,River,['Leon Bridges'],"Miles Jay, video director; Dennis Beier, Allison Kunzman & Saul Levitz, video producers",River,2015,18.1,66.8,67.9,240200,18.5,0.0,14.6,-1078.6,70,4.41,128.18,2010,240.2
Best Music Video,Up&Up,['Coldplay'],"Vania Heymann & Gal Muggia, video directors; Candice Dragonas, Juliette Larthe, Nathan Scherrer & Natan Schottenfels, video producers",Up&Up,2015,25.3,4.88,47.9,405320,71.7,0.0333,10.2,-545.9,69,6.05,163.989,2010,405.32
Best Pop Solo Performance,Love Me Like You Do,['Brooklyn Duo'],,Love Me Like You Do,2015,11.5,96.6,30.4,195419,27.500000000000004,89.0,11.9,-1119.4,55,3.01,94.867,2010,195.419
Best Song Written For Visual Media,Love Me Like You Do,['Brooklyn Duo'],,Love Me Like You Do,2015,11.5,96.6,30.4,195419,27.500000000000004,89.0,11.9,-1119.4,55,3.01,94.867,2010,195.419
Best Pop Solo Performance,Blank Space,['Taylor Swift'],,Blank Space,2014,58.3,8.5,75.2,231827,67.8,0.000164,13.0,-542.1,71,6.460000000000001,96.009,2010,231.827
Best Pop Solo Performance,Blank Space,['Taylor Swift'],,Blank Space,2014,56.99999999999999,10.3,76.0,231827,70.3,0.0,9.13,-541.2,58,5.4,95.997,2010,231.827
Best Pop Solo Performance,Blank Space,['Taylor Swift'],,Blank Space,2014,56.99999999999999,10.3,76.0,231827,70.3,0.0,9.13,-541.2,59,5.4,95.997,2010,231.827
Best Pop Solo Performance,Can't Feel My Face,['The Weeknd'],,Can't Feel My Face,2015,58.3,11.3,70.5,213520,76.9,0.0,10.5,-552.6,79,4.25,107.949,2010,213.52
Best Pop Solo Performance,Thinking Out Loud,['Ed Sheeran'],,Thinking out Loud,2013,59.1,47.4,78.1,281560,44.5,0.0,18.4,-606.1,68,2.95,78.998,2010,281.56
Best Pop Solo Performance,Thinking Out Loud,['Ed Sheeran'],,Thinking out Loud,2014,59.1,47.4,78.1,281560,44.5,0.0,18.4,-606.1,84,2.95,78.998,2010,281.56
Best Pop Duo/Group Performance,Ship To Wreck,['Florence + The Machine'],,Ship To Wreck,2015,58.70000000000001,0.147,56.39999999999999,234526,92.3,0.0,27.700000000000003,-384.3,53,3.25,141.991,2010,234.526
Best Pop Duo/Group Performance,Sugar,['Maroon 5'],,Sugar,2014,88.4,5.91,74.8,235493,78.8,0.0,8.63,-705.5,80,3.34,120.076,2010,235.493
Best Pop Duo/Group Performance,Bad Blood,"['Kendrick Lamar', 'Taylor Swift']",,Bad Blood,2015,22.1,2.94,65.4,200107,65.5,0.0,13.900000000000002,-738.8,66,10.6,170.16,2010,200.107
Best Music Video,Bad Blood,"['Kendrick Lamar', 'Taylor Swift']",,Bad Blood,2015,22.1,2.94,65.4,200107,65.5,0.0,13.900000000000002,-738.8,66,10.6,170.16,2010,200.107
Best Pop Duo/Group Performance,Uptown Funk,['Kidz Bop Kids'],,Uptown Funk,2015,79.4,4.569999999999999,81.9,224133,86.8,0.0,4.569999999999999,-386.2,53,22.0,114.995,2010,224.133
Best Pop Solo Performance,Heartbeat Song,['Kelly Clarkson'],,Heartbeat Song,2015,47.9,1.37,49.0,198733,79.8,0.0,6.2700000000000005,-366.0,67,4.89,149.109,2010,198.733
Best Rock Performance,Don't Wanna Fight,['Alabama Shakes'],,Don't Wanna Fight,2015,55.1,25.9,60.6,232547,91.5,10.7,10.5,-329.2,57,16.6,100.433,2010,232.547
Best Rock Song,Don't Wanna Fight,['Alabama Shakes'],Don't Wanna Fight,Don't Wanna Fight,2015,55.1,25.9,60.6,232547,91.5,10.7,10.5,-329.2,57,16.6,100.433,2010,232.547
Song Of The Year,Alright,['Kendrick Lamar'],,Alright,2015,55.8,7.42,79.6,219333,76.6,0.0,8.27,-597.4,73,23.8,110.034,2010,219.333
Song Of The Year,Alright,['Kendrick Lamar'],,Alright,2015,67.4,8.64,78.3,194490,76.1,0.0,64.3,-553.0,54,19.5,110.033,2010,194.49
Best Rap Song,Alright,['Kendrick Lamar'],Alright,Alright,2015,55.8,7.42,79.6,219333,76.6,0.0,8.27,-597.4,73,23.8,110.034,2010,219.333
Best Rap Song,Alright,['Kendrick Lamar'],Alright,Alright,2015,67.4,8.64,78.3,194490,76.1,0.0,64.3,-553.0,54,19.5,110.033,2010,194.49
Best Rap Performance,Alright,['Kendrick Lamar'],,Alright,2015,55.8,7.42,79.6,219333,76.6,0.0,8.27,-597.4,73,23.8,110.034,2010,219.333
Best Rap Performance,Alright,['Kendrick Lamar'],,Alright,2015,67.4,8.64,78.3,194490,76.1,0.0,64.3,-553.0,54,19.5,110.033,2010,194.49
Best Music Video,Alright,['Kendrick Lamar'],"The Little Homies (Dave Free & Kendrick Lamar) & Colin Tilley, video directors; Brandon Bonfiglio, Dave Free, Andrew Lerios & Luga Podesta, video producers",Alright,2015,55.8,7.42,79.6,219333,76.6,0.0,8.27,-597.4,73,23.8,110.034,2010,219.333
